Member No.;Location;Stress;Design;Loading;Forces [kN];;;Moments [kNm];;;Design Check;Design Check;
191;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
191;1.650;;DS1;CO16;4.62;-1.15;0.45;-0.01;2.88;-0.58;0.006;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
191;0.000;;DS1;CO17;-4.92;-1.67;0.70;0.01;2.10;0.47;0.007;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
191;0.000;;DS1;CO5;-3.48;-0.54;1.18;0.00;2.70;0.19;0.009;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
191;0.000;;DS1;CO12;-4.53;-1.67;0.45;0.01;1.21;0.49;0.005;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
191;0.000;;DS1;CO1;-1.63;0.00;0.59;0.00;1.03;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
191;1.650;;DS1;CO3;-1.46;0.00;0.54;0.00;4.23;0.00;0.104;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
191;0.990;;DS1;CO12;-4.50;0.03;0.09;0.01;1.48;1.34;0.067;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
191;0.990;;DS1;CO17;-4.89;0.03;0.34;0.01;2.62;1.32;0.071;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
191;1.650;;DS1;CO3;-1.46;0.00;0.54;0.00;4.23;0.00;0.104;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
191;0.825;;DS1;CO8;0.21;0.06;0.86;0.00;3.63;0.28;0.022;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
191;0.000;;DS2;CO20;-1.66;0.00;0.44;0.00;0.73;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
191;0.825;;DS2;CO26;-2.51;-0.10;0.50;0.00;2.55;0.52;0.073;SE1100.00;Serviceability | Deflections in z-direction
191;0.825;;DS2;CO31;-3.04;-0.18;0.12;0.01;1.08;0.88;0.063;SE1200.00;Serviceability | Deflections in y-direction
191;;;;;;;;;;;;;
192;Beam | 3 - HEA 140 | L : 1.650 m;;;;;;;;;;;;
192;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
192;1.650;;DS1;CO16;5.10;-2.00;-4.34;0.02;-3.91;2.10;0.007;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
192;0.000;;DS1;CO17;-4.44;0.65;-4.19;-0.05;2.69;0.96;0.006;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
192;1.650;1;DS1;CO17;-4.39;1.84;-4.74;-0.05;-4.69;-1.37;0.040;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
192;1.650;;DS1;CO7;-2.98;1.10;-6.47;-0.03;-6.21;-0.83;0.047;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
192;1.650;;DS1;CO3;-0.77;0.00;-6.34;0.00;-5.89;0.00;0.046;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
192;1.650;;DS1;CO16;5.10;-2.00;-4.34;0.02;-3.91;2.10;0.006;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
192;1.650;;DS1;CO6;2.90;-1.20;-6.24;0.01;-5.74;1.27;0.004;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
192;0.000;;DS1;CO1;-1.36;0.00;-2.12;0.00;1.52;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
192;1.650;;DS1;CO7;-2.98;1.10;-6.47;-0.03;-6.21;-0.83;0.152;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
192;1.650;;DS1;CO16;5.10;-2.00;-4.34;0.02;-3.91;2.10;0.105;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
192;1.650;1;DS1;CO16;5.10;-2.00;-4.34;0.02;-3.91;2.10;0.275;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
192;1.650;;DS1;CO16;5.10;-2.00;-4.34;0.02;-3.91;2.10;0.114;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
192;1.650;;DS1;CO3;-0.77;0.00;-6.34;0.00;-5.89;0.00;0.144;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
192;0.619;;DS1;CO17;-4.42;1.32;-4.40;-0.05;0.02;0.34;0.017;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
192;0.000;;DS2;CO20;-1.46;0.00;-1.57;0.00;1.09;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
192;1.155;;DS2;CO26;-2.02;0.68;-4.39;-0.02;-2.11;-0.20;0.028;SE1100.00;Serviceability | Deflections in z-direction
192;1.031;;DS2;CO30;2.66;-1.20;-1.72;0.02;-0.56;0.60;0.033;SE1200.00;Serviceability | Deflections in y-direction
192;;;;;;;;;;;;;
193;Beam | 3 - HEA 140 | L : 0.150 m;;;;;;;;;;;;
193;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
193;0.150;;DS1;CO16;5.36;-1.74;-6.99;0.07;-5.00;2.37;0.007;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
193;0.000;;DS1;CO17;-4.13;1.51;-7.37;-0.11;-4.74;-1.37;0.006;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
193;0.056;1;DS1;CO17;-4.13;1.52;-7.39;-0.11;-5.15;-1.46;0.085;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
193;0.150;;DS1;CO7;-2.60;0.92;-10.37;-0.07;-7.83;-0.97;0.076;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
193;0.150;;DS1;CO3;-0.39;0.00;-10.22;0.00;-7.49;0.00;0.074;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
193;0.150;;DS1;CO16;5.36;-1.74;-6.99;0.07;-5.00;2.37;0.006;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
193;0.150;;DS1;CO9;1.28;0.57;-10.17;-0.01;-7.40;-0.85;0.002;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
193;0.000;;DS1;CO1;-1.16;0.00;-4.04;0.00;-2.46;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
193;0.150;;DS1;CO7;-2.60;0.92;-10.37;-0.07;-7.83;-0.97;0.192;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
193;0.150;;DS1;CO16;5.36;-1.74;-6.99;0.07;-5.00;2.37;0.119;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
193;0.150;1;DS1;CO16;5.36;-1.74;-6.99;0.07;-5.00;2.37;0.330;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
193;0.150;;DS1;CO16;5.36;-1.74;-6.99;0.07;-5.00;2.37;0.134;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
193;0.150;;DS1;CO1;-1.16;0.00;-4.09;0.00;-3.07;0.00;0.075;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
193;0.000;;DS2;CO20;-1.32;0.00;-2.99;0.00;-1.85;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
193;0.075;;DS2;CO26;-1.74;0.61;-7.20;-0.04;-4.90;-0.60;0.013;SE1100.00;Serviceability | Deflections in z-direction
193;0.075;;DS2;CO30;2.78;-1.13;-2.91;0.05;-1.91;1.48;0.010;SE1200.00;Serviceability | Deflections in y-direction
193;;;;;;;;;;;;;
194;Beam | 3 - HEA 140 | L : 1.650 m;;;;;;;;;;;;
194;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
194;0.000;;DS1;CO11;5.93;2.02;2.56;-0.02;-2.20;2.17;0.008;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
194;1.650;;DS1;CO15;-4.33;-0.68;4.19;0.04;2.93;0.94;0.006;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
194;0.206;1;DS1;CO15;-4.28;-1.83;4.67;0.05;-3.48;-1.05;0.039;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
194;0.000;;DS1;CO5;-2.83;-1.12;6.60;0.03;-6.36;-0.86;0.048;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
194;0.000;;DS1;CO4;-0.61;0.00;6.53;0.00;-6.32;-0.01;0.048;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
194;0.000;;DS1;CO16;5.78;2.03;4.47;-0.02;-4.15;2.18;0.006;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
194;0.000;;DS1;CO17;1.26;-1.40;4.58;0.02;-4.01;-1.49;0.004;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
194;0.000;;DS1;CO1;-0.15;0.00;2.71;0.00;-2.42;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
194;0.000;;DS1;CO5;-2.83;-1.12;6.60;0.03;-6.36;-0.86;0.156;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
194;0.000;;DS1;CO16;5.78;2.03;4.47;-0.02;-4.15;2.18;0.109;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
194;0.000;1;DS1;CO16;5.78;2.03;4.47;-0.02;-4.15;2.18;0.289;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
194;0.000;;DS1;CO16;5.78;2.03;4.47;-0.02;-4.15;2.18;0.120;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
194;1.444;;DS1;CO8;1.22;-0.42;6.01;0.00;2.77;0.01;0.068;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
194;0.825;;DS1;CO12;1.43;-1.19;2.34;0.02;-0.03;-0.41;0.020;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
194;0.000;;DS1;CO7;0.40;-0.84;6.50;0.01;-6.09;-0.90;0.067;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
194;0.000;;DS2;CO20;-0.11;0.00;2.00;0.00;-1.74;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
194;0.495;;DS2;CO24;-1.91;-0.69;4.48;0.02;-2.18;-0.22;0.029;SE1100.00;Serviceability | Deflections in z-direction
194;0.619;;DS2;CO30;3.93;1.22;1.75;-0.01;-0.47;0.64;0.035;SE1200.00;Serviceability | Deflections in y-direction
194;;;;;;;;;;;;;
195;Beam | 3 - HEA 140 | L : 1.650 m;;;;;;;;;;;;
195;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
195;0.000;;DS1;CO11;5.66;1.17;-0.14;0.01;1.61;-0.55;0.008;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
195;1.650;;DS1;CO15;-4.81;1.65;-0.70;-0.01;2.34;0.49;0.007;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
195;1.650;;DS1;CO6;2.47;-0.71;-0.97;0.00;2.94;-0.35;0.007;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
195;1.650;;DS1;CO10;-4.46;1.65;-0.52;-0.01;1.38;0.50;0.005;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
195;0.000;;DS1;CO3;-1.13;0.00;-0.35;0.00;4.13;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
195;0.000;;DS1;CO7;-0.29;-0.48;-0.42;0.00;4.26;0.22;0.104;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
195;0.660;;DS1;CO10;-4.43;-0.05;-0.16;-0.01;1.71;1.33;0.067;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
195;0.660;;DS1;CO15;-4.78;-0.05;-0.34;-0.01;2.86;1.32;0.071;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
195;0.000;;DS1;CO3;-1.13;0.00;-0.35;0.00;4.13;0.00;0.101;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
195;1.320;;DS1;CO17;0.74;0.58;-0.74;0.00;2.42;0.56;0.032;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
195;0.000;;DS2;CO20;-0.31;0.00;-0.01;0.00;1.25;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
195;0.825;;DS2;CO24;-2.40;0.10;-0.41;0.00;2.66;0.52;0.076;SE1100.00;Serviceability | Deflections in z-direction
195;0.825;;DS2;CO34;-3.23;0.16;-0.29;-0.01;1.97;0.87;0.063;SE1200.00;Serviceability | Deflections in y-direction
195;;;;;;;;;;;;;
196;Beam | 3 - HEA 140 | L : 1.575 m;;;;;;;;;;;;
196;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
196;0.000;;DS1;CO11;5.39;-0.95;-2.84;0.05;0.97;-0.58;0.007;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
196;1.575;;DS1;CO15;-5.29;2.46;-5.50;-0.05;-5.85;-2.81;0.007;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
196;0.984;1;DS1;CO15;-5.27;2.29;-5.32;-0.06;-2.66;-1.37;0.045;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
196;1.575;;DS1;CO6;1.77;-1.20;-7.82;0.03;-8.84;1.21;0.057;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
196;1.575;;DS1;CO7;-1.03;0.85;-7.82;-0.02;-8.68;-0.92;0.057;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
196;1.575;;DS1;CO15;-5.29;2.46;-5.50;-0.05;-5.85;-2.81;0.008;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
196;1.575;;DS1;CO7;-1.03;0.85;-7.82;-0.02;-8.68;-0.92;0.003;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
196;0.000;;DS1;CO1;-0.69;0.00;-2.71;0.00;1.23;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
196;1.575;;DS1;CO6;1.77;-1.20;-7.82;0.03;-8.84;1.21;0.217;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
196;1.575;;DS1;CO15;-5.29;2.46;-5.50;-0.05;-5.85;-2.81;0.141;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
196;1.575;14;DS1;CO15;-5.29;2.46;-5.50;-0.05;-5.85;-2.81;0.385;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
196;1.575;;DS1;CO15;-5.29;2.46;-5.50;-0.05;-5.85;-2.81;0.161;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
196;1.575;;DS1;CO3;-1.87;0.00;-7.74;0.00;-8.57;0.00;0.210;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
196;0.496;;DS1;CO10;-4.69;1.94;-2.89;-0.06;0.02;-0.32;0.016;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
196;1.575;;DS1;CO17;0.25;1.41;-5.61;-0.03;-6.20;-1.53;0.100;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
196;0.000;;DS2;CO20;-0.51;0.00;-2.02;0.00;0.92;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
196;0.984;;DS2;CO25;1.15;-0.72;-5.32;0.02;-2.98;0.33;0.058;SE1100.00;Serviceability | Deflections in z-direction
196;0.984;;DS2;CO34;-3.57;1.53;-3.77;-0.04;-1.89;-0.91;0.050;SE1200.00;Serviceability | Deflections in y-direction
196;;;;;;;;;;;;;
197;Beam | 3 - HEA 140 | L : 1.650 m;;;;;;;;;;;;
197;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
197;0.000;;DS1;CO11;5.99;2.20;3.66;-0.08;-3.72;2.01;0.008;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
197;1.650;;DS1;CO15;-4.32;-1.59;4.81;0.08;2.81;0.98;0.006;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
197;0.206;1;DS1;CO15;-4.27;-2.70;5.27;0.09;-4.47;-2.31;0.071;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
197;0.000;;DS1;CO6;3.27;1.35;8.00;-0.05;-8.38;1.24;0.059;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
197;0.000;;DS1;CO3;-0.42;0.00;7.74;0.00;-8.11;0.00;0.056;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
197;0.000;;DS1;CO10;-4.14;-2.74;3.07;0.09;-3.13;-2.89;0.009;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
197;0.000;;DS1;CO1;-0.15;0.00;3.24;0.00;-3.28;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
197;0.000;;DS1;CO6;3.27;1.35;8.00;-0.05;-8.38;1.24;0.205;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
197;0.000;;DS1;CO10;-4.14;-2.74;3.07;0.09;-3.13;-2.89;0.145;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
197;0.000;14;DS1;CO15;-4.27;-2.73;5.33;0.09;-5.56;-2.88;0.385;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
197;0.000;;DS1;CO15;-4.27;-2.73;5.33;0.09;-5.56;-2.88;0.163;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
197;0.000;;DS1;CO7;0.53;-0.94;7.80;0.03;-8.21;-0.94;0.088;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
197;0.000;;DS2;CO20;-0.11;0.00;2.40;0.00;-2.45;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
197;0.495;;DS2;RC2;3.98;1.38;2.57;-0.05;-1.45;0.62;0.047;SE1100.00;Serviceability | Deflections in z-direction
197;0.583;;DS2;CO34;-2.87;-1.71;3.65;0.06;-1.77;-0.87;0.044;SE1200.00;Serviceability | Deflections in y-direction
197;;;;;;;;;;;;;
198;Beam | 3 - HEA 140 | L : 1.650 m;;;;;;;;;;;;
198;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
198;0.000;;DS1;CO11;5.72;1.51;0.98;-0.03;1.92;-1.04;0.008;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
198;1.650;;DS1;CO15;-4.81;0.82;-0.12;0.02;3.25;2.19;0.007;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
198;1.650;1;DS1;CO16;5.32;-0.82;0.59;-0.04;4.71;-1.64;0.029;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
198;0.000;;DS1;CO16;5.38;1.51;1.15;-0.03;3.26;-1.03;0.008;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
198;0.000;;DS1;CO6;2.57;0.91;1.14;-0.02;4.49;-0.61;0.008;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
198;0.000;;DS1;CO10;-4.40;-2.06;0.35;0.02;1.55;1.01;0.006;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
198;0.000;;DS1;CO15;-4.75;-2.06;0.53;0.01;2.89;0.98;0.006;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
198;0.000;;DS1;CO1;-0.42;0.00;0.53;0.00;1.64;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
198;1.650;;DS1;CO6;2.52;-0.49;0.59;-0.02;5.92;-0.98;0.145;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
198;1.238;;DS1;CO10;-4.45;-0.04;-0.12;0.02;1.70;2.40;0.120;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
198;1.238;8;DS1;CO15;-4.79;-0.04;0.05;0.02;3.26;2.35;0.276;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
198;1.238;;DS1;CO15;-4.79;-0.04;0.05;0.02;3.26;2.35;0.124;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
198;1.650;;DS1;CO3;-1.17;0.00;0.32;0.00;5.31;0.00;0.130;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
198;1.238;;DS1;CO7;-0.20;0.08;0.51;0.01;5.21;0.74;0.053;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
198;0.000;;DS2;CO20;-0.31;0.00;0.39;0.00;1.21;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
198;0.825;;DS2;CO25;1.66;0.17;0.60;-0.01;3.69;-0.74;0.105;SE1100.00;Serviceability | Deflections in z-direction
198;0.825;;DS2;CO34;-3.22;-0.54;0.15;0.01;2.26;1.47;0.110;SE1200.00;Serviceability | Deflections in y-direction
198;;;;;;;;;;;;;
199;Beam | 3 - HEA 140 | L : 1.650 m;;;;;;;;;;;;
199;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
199;0.000;;DS1;CO11;5.45;-0.31;-1.74;0.05;3.13;-1.66;0.007;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
199;1.650;;DS1;CO15;-5.27;1.92;-4.95;-0.12;-4.44;0.08;0.007;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
199;1.650;1;DS1;CO15;-5.27;1.92;-4.95;-0.12;-4.44;0.08;0.095;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
199;1.650;;DS1;CO5;-4.23;1.15;-6.74;-0.08;-5.54;0.05;0.050;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
199;1.650;;DS1;CO4;-1.91;0.00;-6.58;0.00;-5.01;0.00;0.048;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
199;1.650;;DS1;CO10;-4.73;1.93;-3.04;-0.12;-2.96;0.07;0.006;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
199;1.650;;DS1;CO19;1.52;0.66;-4.46;-0.01;-2.73;0.02;0.002;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
199;0.000;;DS1;CO1;-0.69;0.00;-2.19;0.00;2.10;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
199;0.000;;DS1;CO6;1.89;-0.15;-5.74;0.03;6.04;-0.98;0.148;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
199;0.000;;DS1;CO10;-4.68;0.09;-2.48;-0.10;1.66;2.24;0.112;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
199;0.000;8;DS1;CO15;-5.23;0.04;-4.39;-0.10;3.33;2.19;0.277;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
199;0.000;;DS1;CO15;-5.23;0.04;-4.39;-0.10;3.33;2.19;0.117;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
